person,personLabel,personDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision,image
Q17177542,Gaston Browne,Prime Minister of Antigua and Barbuda,Q6581097,male,1967-02-09,11,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gaston%20Browne%20and%20Anton%20Bakov%20cropped.jpg
